album,track,lyrics,tokens,types,lemmas,ttr,lemma_ratio
celebration day ,nobody’s fault but mine [celebration day],"oh, nobody's fault but mine nobody's fault but mine trying to save my soul tonight oh, it's nobody's fault but mine devil he taught me to roll devil he taught me to roll how to roll the lot you like nobody's fault but mine oh, oh, oh, oh  brother he showed me the gong brother he showed me the ding dong ding dong how to kick that gong to light oh, it's nobody's fault but mine see led zeppelin liveget tickets as low as $39you might also like got a monkey on my back m-m-m-m-monkey on my back, back, back, back gonna change my ways tonight nobody's fault but mine how to kick that gong to light n-n-n-n-n-no, nobody's faultembed oh, nobody's fault but mine nobody's fault but mine trying to save my soul tonight oh, it's nobody's fault but mine devil he taught me to roll devil he taught me to roll how to roll the lot you like nobody's fault but mine oh, oh, oh, oh  brother he showed me the gong brother he showed me the ding dong ding dong how to kick that gong to light oh, it's nobody's fault but mine got a monkey on my back m-m-m-m-monkey on my back, back, back, back gonna change my ways tonight nobody's fault but mine how to kick that gong to light n-n-n-n-n-no, nobody's fault",269,56,57,20.817843866171003,101.78571428571428
bbc sessions,dazed and confused (1/4/71 paris theatre),"wanted a woman, never bargained for you sweet little baby, say what you will tongue wag so much when i send you the bill you hurt and abused, tellin' all of your lies run 'round sweet baby, lord, how you hypnotize tryin' to love you, baby, but you go on hurtin' so soul of a woman was created below every day i work so hard, bringin' home my hard-earned pay sweet little baby baby, then you take it away i wanna love you baby, but you do me so bad the worst little woman i once ever had, i've got to quit you baby ma ma, yeah ma ma ma oh ah ah ah ah ah ah ah ah oh oh hey yeah see led zeppelin liveget tickets as low as $39you might also likei've been dazed and confused for so long it's not true wanted a woman, never bargained for you sweet little woman, say what you will tongue wag so much when you end up in hell it's gonna burn burn ma ma ma ma ma ma ma ma ma ma ma ma ma ma oh oh oh oh oh oh oh oh oh oh oh oh oh ohembed dazed and confused for so long it's not true wanted a woman, never bargained for you sweet little baby, say what you will tongue wag so much when i send you the bill you hurt and abused, tellin' all of your lies run 'round sweet baby, lord, how you hypnotize tryin' to love you, baby, but you go on hurtin' so soul of a woman was created below every day i work so hard, bringin' home my hard-earned pay sweet little baby baby, then you take it away i wanna love you baby, but you do me so bad the worst little woman i once ever had, i've got to quit you baby ma ma, yeah ma ma ma oh ah ah ah ah ah ah ah ah oh oh hey yeah i've been dazed and confused for so long it's not true wanted a woman, never bargained for you sweet little woman, say what you will tongue wag so much when you end up in hell it's gonna burn burn ma ma ma ma ma ma ma ma ma ma ma ma ma ma oh oh oh oh oh oh oh oh oh oh oh oh oh oh",413,102,95,24.69733656174334,93.13725490196079
celebration day ,stairway to heaven [celebration day],"there's a lady who's sure all that glitters is gold and she's buying a stairway to heaven when she gets there she knows, if the stores are all closed with a word she can get what she came for ooh, ooh, and she's buying a stairway to heaven there's a sign on the wall but she wants to be sure 'cause you know sometimes words have two meanings in a tree by the brook, there's a songbird who sings sometimes all of our thoughts are misgiven ooh, makes me wonder ooh, makes me wonder there's a feeling i get when i look to the west and my spirit is crying for leaving in my thoughts i have seen rings of smoke through the trees and the voices of those who stand looking ooh, it makes me wonder ooh, really makes me wonder see led zeppelin liveget tickets as low as $39you might also like and it's whispered that soon if we all call the tune then the piper will lead us to reason and a new day will dawn for those who stand long and the forests will echo with laughter if there's a bustle in your hedgerow, don't be alarmed, now it's just a spring clean for the may queen yes, there are two paths you can go by, but in the long run there's still time to change the road you're on and it makes me wonder ohh, woah your head is humming and it won't go, in case you don't know the piper's calling you to join him dear lady, can you hear the wind blow? and did you know your stairway lies on the whispering wind?  and as we wind on down the road our shadows taller than our soul there walks a lady we all know who shines white light and wants to show how everything still turns to gold and if you listen very hard the tune will come to you at last when all are one and one is all to be a rock and not to roll and she's buying a stairway to heavenembed there's a lady who's sure all that glitters is gold and she's buying a stairway to heaven when she gets there she knows, if the stores are all closed with a word she can get what she came for ooh, ooh, and she's buying a stairway to heaven there's a sign on the wall but she wants to be sure 'cause you know sometimes words have two meanings in a tree by the brook, there's a songbird who sings sometimes all of our thoughts are misgiven ooh, makes me wonder ooh, makes me wonder there's a feeling i get when i look to the west and my spirit is crying for leaving in my thoughts i have seen rings of smoke through the trees and the voices of those who stand looking ooh, it makes me wonder ooh, really makes me wonder and it's whispered that soon if we all call the tune then the piper will lead us to reason and a new day will dawn for those who stand long and the forests will echo with laughter if there's a bustle in your hedgerow, don't be alarmed, now it's just a spring clean for the may queen yes, there are two paths you can go by, but in the long run there's still time to change the road you're on and it makes me wonder ohh, woah your head is humming and it won't go, in case you don't know the piper's calling you to join him dear lady, can you hear the wind blow? and did you know your stairway lies on the whispering wind?  and as we wind on down the road our shadows taller than our soul there walks a lady we all know who shines white light and wants to show how everything still turns to gold and if you listen very hard the tune will come to you at last when all are one and one is all to be a rock and not to roll and she's buying a stairway to heaven",729,171,154,23.456790123456788,90.05847953216374
led zeppelin iii (deluxe edition),bathroom sound (track - no vocal),"",0,0,0,0.0,0.0
bbc sessions,black dog (1/4/71 paris theatre),"gonna make you sweat, gonna make you groove ah, ah, child, way you shake that thing gonna make you burn, gonna make you sting ah, ah, child, when you walk that way watch your honey drip, can't keep away oh yeah, oh yeah, oh, oh, oh oh yeah, oh yeah, oh, oh, oh i gotta roll, can't stand still got a flamin' heart, can't get my fill eyes that shine burning red dreams of you all through my head ah ah, ah ah, ah ah, ah ah, ah ah, ah ah, ah hey, baby, whoa, baby, pretty baby tell me that you'll do me now i'm gonna find a woman, lord keep me rollin' with the lord above spent my money, took my car started tellin' her friends she gonna be a star i don't know but i been told a big legged woman ain't got no soul see led zeppelin liveget tickets as low as $39you might also likeoh yeah, oh yeah, oh, oh, oh oh yeah, oh yeah, ah, ah, ah yeah all i ask for, all i pray steady rollin' woman gonna come my way i need a girl gonna hold my hand won't tell me no lies, make me a happy man ah ah, ah ah, ah ah, ah ahembed hey, hey, mama, said the way you move gonna make you sweat, gonna make you groove ah, ah, child, way you shake that thing gonna make you burn, gonna make you sting ah, ah, child, when you walk that way watch your honey drip, can't keep away oh yeah, oh yeah, oh, oh, oh oh yeah, oh yeah, oh, oh, oh i gotta roll, can't stand still got a flamin' heart, can't get my fill eyes that shine burning red dreams of you all through my head ah ah, ah ah, ah ah, ah ah, ah ah, ah ah, ah hey, baby, whoa, baby, pretty baby tell me that you'll do me now i'm gonna find a woman, lord keep me rollin' with the lord above spent my money, took my car started tellin' her friends she gonna be a star i don't know but i been told a big legged woman ain't got no soul oh yeah, oh yeah, oh, oh, oh oh yeah, oh yeah, ah, ah, ah yeah all i ask for, all i pray steady rollin' woman gonna come my way i need a girl gonna hold my hand won't tell me no lies, make me a happy man ah ah, ah ah, ah ah, ah ah",460,113,105,24.565217391304348,92.92035398230088
led zeppelin ii (deluxe edition),thank you (backing track),"",0,0,0,0.0,0.0
presence (deluxe edition),two ones are won (achilles last stand reference mix),"it was an april morning when they told us we should go and as i turned to you, you smiled at me how could we say no? with all the fun to have to live the dreams we always had oh, the songs to sing when we at last return again sending off a glancing kiss to those who claim they know below the streets that steam and hiss the devil's in his hole oh to sail away to sandy lands and other days oh to touch the dream hides inside and never seen, yeah into the sun, the south, the north at last the birds have flown shackles of commitments fell in piеces on the ground oh, to ride thе wind to tread the air above the din oh, to laugh aloud dancing as we fought the crowd, yeah see led zeppelin liveget tickets as low as $39you might also like to seek the man whose pointing hand the giant step unfolds to guide us from the curving path that turns our feet to stone if one bell should ring in celebration for a king so fast the heart should beat as proud the head, with heavy feet, yeah oooh, yeah days went by when you and i bathed in eternal summer's glow as far away and distant our mutual child did grow oh, the sweet refrain soothes the soul and calms the pain oh, albion remains sleeping now to rise again wandering and wandering what place to rest the search the mighty arms of atlas hold the heavens from the earth for the mighty arms of atlas hold the heavens from the earth from the earth, earth oh, oh, oh, oh, oh... oh oh oh oh ah ah ah ah ah ah ah ah ah ah oh oh oh oh oh oh oh oh, oh, oh, oh, oh... oh, oh, oh, oh, oh... ooh...embed it was an april morning when they told us we should go and as i turned to you, you smiled at me how could we say no? with all the fun to have to live the dreams we always had oh, the songs to sing when we at last return again sending off a glancing kiss to those who claim they know below the streets that steam and hiss the devil's in his hole oh to sail away to sandy lands and other days oh to touch the dream hides inside and never seen, yeah into the sun, the south, the north at last the birds have flown shackles of commitments fell in piеces on the ground oh, to ride thе wind to tread the air above the din oh, to laugh aloud dancing as we fought the crowd, yeah to seek the man whose pointing hand the giant step unfolds to guide us from the curving path that turns our feet to stone if one bell should ring in celebration for a king so fast the heart should beat as proud the head, with heavy feet, yeah oooh, yeah days went by when you and i bathed in eternal summer's glow as far away and distant our mutual child did grow oh, the sweet refrain soothes the soul and calms the pain oh, albion remains sleeping now to rise again wandering and wandering what place to rest the search the mighty arms of atlas hold the heavens from the earth for the mighty arms of atlas hold the heavens from the earth from the earth, earth oh, oh, oh, oh, oh... oh oh oh oh ah ah ah ah ah ah ah ah ah ah oh oh oh oh oh oh oh oh, oh, oh, oh, oh... oh, oh, oh, oh, oh... ooh...",626,176,169,28.115015974440894,96.02272727272727
whole lotta love - single,whole lotta love (edit),"you need coolin', baby, i'm not foolin' i'm gonna to send you back to schoolin' way down inside, honey, you need it i'm gonna give you my love i'm gonna give you my love, oh want a whole lotta love want a whole lotta love want a whole lotta love want a whole lotta love you've been learnin', baby, i've been yearnin' all them good times, baby, baby, i've been learnin' way, way down inside, honey, you need it i'm gonna give you my love, ah i'm gonna give you my love, ah, oh want a whole lotta love want a whole lotta love want a whole lotta love want a whole lotta love see led zeppelin liveget tickets as low as $39you might also like you've been coolin', baby, i've been droolin' all the good times, baby, i've been misusin' way, way down inside, i'm gonna give you my love i'm gonna give you every inch of my love gonna give you my love, hey, alright, yes, sir want a whole lotta love want a whole lotta love want a whole lotta love want a whole lotta love way down inside, woman, you need love shake for me, girl, i wanna be your back door man hey! oh! hey! oh! hey! oh! oh, oh, oh, oh keep it coolin', baby keep it coolin', baby keep it coolin', baby keep it coolin', baby ahh, ahhembed you need coolin', baby, i'm not foolin' i'm gonna to send you back to schoolin' way down inside, honey, you need it i'm gonna give you my love i'm gonna give you my love, oh want a whole lotta love want a whole lotta love want a whole lotta love want a whole lotta love you've been learnin', baby, i've been yearnin' all them good times, baby, baby, i've been learnin' way, way down inside, honey, you need it i'm gonna give you my love, ah i'm gonna give you my love, ah, oh want a whole lotta love want a whole lotta love want a whole lotta love want a whole lotta love  you've been coolin', baby, i've been droolin' all the good times, baby, i've been misusin' way, way down inside, i'm gonna give you my love i'm gonna give you every inch of my love gonna give you my love, hey, alright, yes, sir want a whole lotta love want a whole lotta love want a whole lotta love want a whole lotta love way down inside, woman, you need love shake for me, girl, i wanna be your back door man hey! oh! hey! oh! hey! oh! oh, oh, oh, oh keep it coolin', baby keep it coolin', baby keep it coolin', baby keep it coolin', baby ahh, ahh",504,72,68,14.285714285714285,94.44444444444444
led zeppelin (deluxe edition) ,"good times bad times / communication breakdown (live in paris, 1969)","oh, ah, yeah hey, girl, stop what you're doin' hey, girl, you'll drive me to ruin i don't know what it is about you that i like so much, yeah won't you let me hold you, let me feel your loving touch communication breakdown it's always the same i'm having a nervous breakdown drive me insane hey, yeah, i got something you ought to know ooh, my babe, i wanna tell you that i love you so i wanna hold you in my arms, yeah i'm never gonna let you go, 'cause i like your charms communication breakdown it's always the same i'm having a nervous breakdown drive me insane see led zeppelin liveget tickets as low as $39you might also like communication breakdown it's always the same i'm having a nervous breakdown drive me insane yeah.... oh, yeah yeah yeah oh, my my my my i want you to love yeah yeah yeah yeahembed oh, ah, yeah hey, girl, stop what you're doin' hey, girl, you'll drive me to ruin i don't know what it is about you that i like so much, yeah won't you let me hold you, let me feel your loving touch communication breakdown it's always the same i'm having a nervous breakdown drive me insane hey, yeah, i got something you ought to know ooh, my babe, i wanna tell you that i love you so i wanna hold you in my arms, yeah i'm never gonna let you go, 'cause i like your charms communication breakdown it's always the same i'm having a nervous breakdown drive me insane  communication breakdown it's always the same i'm having a nervous breakdown drive me insane yeah.... oh, yeah yeah yeah oh, my my my my i want you to love yeah yeah yeah yeah",324,75,66,23.14814814814815,88.0
coda (deluxe edition),four hands (four sticks) [bombay orchestra],"",0,0,0,0.0,0.0
bbc sessions,you shook me (10/8/69 playhouse theatre),"i said you shook me you shook me all night long i said you shook me you shook me all night long you shook me so hard baby baby, baby, please come home i have a bird that whistles and i have birds that sing, i ain't kiddin' you, no i have a bird that whistles and i have birds that sing i have a bird, won't do nothing, oh i said i buy a diamond ring you know you roll me, baby just like a world gone wrong i said you roll me, baby just like a world, oh, in george i don't mind that you roll me, baby baby, you don't, you don't know how i feel you shook me, baby, yeah you shook me all night long shook me babe you shook me all night long, long, long, oh-ooh-oh-ooh-oh i said you shook me so hard, baby see led zeppelin liveget tickets as low as $39you might also like baby ahah, ba-baby you sh-sh you shook me ah-ooh ah-ooh ah-ooh ah-ooh ah-ooh all night ma ma ma ma i told you what you do, you shook meembed i said you shook me you shook me all night long i said you shook me you shook me all night long you shook me so hard baby baby, baby, please come home i have a bird that whistles and i have birds that sing, i ain't kiddin' you, no i have a bird that whistles and i have birds that sing i have a bird, won't do nothing, oh i said i buy a diamond ring you know you roll me, baby just like a world gone wrong i said you roll me, baby just like a world, oh, in george i don't mind that you roll me, baby baby, you don't, you don't know how i feel you shook me, baby, yeah you shook me all night long shook me babe you shook me all night long, long, long, oh-ooh-oh-ooh-oh i said you shook me so hard, baby baby ahah, ba-baby you sh-sh you shook me ah-ooh ah-ooh ah-ooh ah-ooh ah-ooh all night ma ma ma ma i told you what you do, you shook me",401,67,65,16.708229426433917,97.01492537313433
celebration day ,for your life [celebration day],"you said i was the only with my lemon in your hand exhibition is your habit emotion second hand had to pull away to save me maybe next time around and she said, don't you want it? don't you want cocaine, cocaine, cocaine? hadn't planned to, could not stand to try it, fry it, na na na na yeah heard a cry for mercy in the city of the damned oh, oh, babe, damned down in the pits you go no lower the next stop's underground oh, hello underground wine and roses ain't quite over fate deals a losing hand and i said, didn't mean to did not mean to f-fail you didn't plan it, you over-ran it you want do it, you want to you want do it when you want to you want do it, do it when you want to when you blow it, babe you got to blow it right oh baby, if you fake it, mama baby, fake with all your might when you fake it, mama please fake it right for yourself, babe when you fake it, baby you're faking it for your life, for your life for your life, for your life do it, do it, do it, do it, do it do it when you wanna do it, do it, do it, do it, do it do it when you wanna see led zeppelin liveget tickets as low as $39you might also like oh, i can have you, baby but i don't know what to do, yeah sometime, baby, nothing i could do on the balance of a crystal paying through the nose and when they couldn't resist you i thought you'd go with the flow and now your stage is empty bring down the curtain, baby please fold up your show hadn't planned to could not stand to fry in it hadn't planned it i over-ran it, frying for your life, for your lifeembed you said i was the only with my lemon in your hand exhibition is your habit emotion second hand had to pull away to save me maybe next time around and she said, don't you want it? don't you want cocaine, cocaine, cocaine? hadn't planned to, could not stand to try it, fry it, na na na na yeah heard a cry for mercy in the city of the damned oh, oh, babe, damned down in the pits you go no lower the next stop's underground oh, hello underground wine and roses ain't quite over fate deals a losing hand and i said, didn't mean to did not mean to f-fail you didn't plan it, you over-ran it you want do it, you want to you want do it when you want to you want do it, do it when you want to when you blow it, babe you got to blow it right oh baby, if you fake it, mama baby, fake with all your might when you fake it, mama please fake it right for yourself, babe when you fake it, baby you're faking it for your life, for your life for your life, for your life do it, do it, do it, do it, do it do it when you wanna do it, do it, do it, do it, do it do it when you wanna  oh, i can have you, baby but i don't know what to do, yeah sometime, baby, nothing i could do on the balance of a crystal paying through the nose and when they couldn't resist you i thought you'd go with the flow and now your stage is empty bring down the curtain, baby please fold up your show hadn't planned to could not stand to fry in it hadn't planned it i over-ran it, frying for your life, for your life",668,131,121,19.610778443113773,92.36641221374046
coda (deluxe edition),sugar mama (mix),"sugar mama, sugar mama, sugar mama where you been? sugar mama, sugar mama, sugar mama where you been? sugar mama, sugar mama say you love me sugar mama i'll never let you go sugar mama, sugar mama, sugar mama love you, babe sugar mama, sugar mama, sugar mama drive me insane sugar mama gonna love you all i can say you love me sugar mama i'll never let you go say you love me sugar mama i'll never let you gosee led zeppelin liveget tickets as low as $39you might also likeembed sugar mama, sugar mama, sugar mama where you been? sugar mama, sugar mama, sugar mama where you been? sugar mama, sugar mama say you love me sugar mama i'll never let you go sugar mama, sugar mama, sugar mama love you, babe sugar mama, sugar mama, sugar mama drive me insane sugar mama gonna love you all i can say you love me sugar mama i'll never let you go say you love me sugar mama i'll never let you go",182,32,30,17.582417582417584,93.75
physical graffiti (deluxe edition),houses of the holy (rough mix with overdubs),"let me take you to the movie can i take you to the show? let me be yours ever truly can i make your garden grow? from the houses of the holy we can watch the white doves go from the door comes satan's daughter and it only goes to show you know there's an angel on my shoulder in my hand a sword of gold let me wander in your garden and the seeds of love i'll sow  so the world is spinning faster are you dizzy when you're stoned? let the music be your master will you heed the master's call? oh, satan see led zeppelin liveget tickets as low as $39you might also like said there ain't no use in crying cause it will only, only drive you mad does it hurt to hear them lying? was this the only world you had? oh, oh so let me take you, take you to the movie can i take you, baby, to the show? why don't you let me be yours ever truly can i make your garden grow? and you know, that’s rightembed let me take you to the movie can i take you to the show? let me be yours ever truly can i make your garden grow? from the houses of the holy we can watch the white doves go from the door comes satan's daughter and it only goes to show you know there's an angel on my shoulder in my hand a sword of gold let me wander in your garden and the seeds of love i'll sow  so the world is spinning faster are you dizzy when you're stoned? let the music be your master will you heed the master's call? oh, satan said there ain't no use in crying cause it will only, only drive you mad does it hurt to hear them lying? was this the only world you had? oh, oh so let me take you, take you to the movie can i take you, baby, to the show? why don't you let me be yours ever truly can i make your garden grow? and you know, that’s right",379,106,98,27.96833773087071,92.45283018867924
,i’ll never get over you,"no i'll never get over you i just can't ( ? ) ( ? ) see her anymore whoah no no it wasn't so long ago that you told me you love me so then you went and said goodbye and found another guy i, i, i, i i know someday somewhere i'll find one love to take your place one love to take your place but in the meantime i'll never get over you no i'll never get over you i just can't ( ? ) ( ? ) see her anymore whoah no nosee led zeppelin liveget tickets as low as $39you might also likeembed i'll never get over you no i'll never get over you i just can't ( ? ) ( ? ) see her anymore whoah no no it wasn't so long ago that you told me you love me so then you went and said goodbye and found another guy i, i, i, i i know someday somewhere i'll find one love to take your place one love to take your place but in the meantime i'll never get over you no i'll never get over you i just can't ( ? ) ( ? ) see her anymore whoah no no",200,56,55,28.000000000000004,98.21428571428571
led zeppelin iv (deluxe edition),when the levee breaks (alternate uk mix in progress),"if it keeps on raining, levee's going to break if it keeps on raining, levee's going to break when the levee breaks, have no place to stay mean old levee, taught me to weep and moan, oh mean old levee, taught me to weep and moan it's got what it takes to make a mountain man leave his home oh well, oh well, oh well ooh oh, don't it make you feel bad when you're trying to find your way home you don't know which way to go if you're going down south, they got no work to do if you're going north to chicago ah, ah, ah, hey see led zeppelin liveget tickets as low as $39you might also like crying won't help you, praying won't do you no good no, crying won't help you, praying won't do you no good when the levee breaks, mama, you got to move, ooh all last night i sat on the levee and moaned all last night, sat on the levee and moaned thinking about my baby and my happy home oh-ho ah, ah, ah, ah-ah ah, ah, ah, ah-ah oh, oh going i'm going to chicago going to chicago sorry, but i can't take you, ah going down, going down now going down, i'm going down now going down, going down going down, going down oh... going down, going down now going down, going down now going down, going down now going down, going, dow- dow- dow- dow- down now ooh, oohembed if it keeps on raining, levee's going to break if it keeps on raining, levee's going to break when the levee breaks, have no place to stay mean old levee, taught me to weep and moan, oh mean old levee, taught me to weep and moan it's got what it takes to make a mountain man leave his home oh well, oh well, oh well ooh oh, don't it make you feel bad when you're trying to find your way home you don't know which way to go if you're going down south, they got no work to do if you're going north to chicago ah, ah, ah, hey  crying won't help you, praying won't do you no good no, crying won't help you, praying won't do you no good when the levee breaks, mama, you got to move, ooh all last night i sat on the levee and moaned all last night, sat on the levee and moaned thinking about my baby and my happy home oh-ho ah, ah, ah, ah-ah ah, ah, ah, ah-ah oh, oh going i'm going to chicago going to chicago sorry, but i can't take you, ah going down, going down now going down, i'm going down now going down, going down going down, going down oh... going down, going down now going down, going down now going down, going down now going down, going, dow- dow- dow- dow- down now ooh, ooh",528,98,92,18.560606060606062,93.87755102040816
celebration day ,dazed and confused [celebration day],"been dazed and confused for so long it's not true wanted a woman, never bargained for you lots of people talk and few of them know soul of a woman was created below, yeah you hurt and abuse telling all of your lies run 'round, sweet baby, lord, how they hypnotize sweet little baby, i don't know where you've been gonna love you, baby, here i come again if you're going to san francisco be sure to wear some flowers in your hair if you're going to san francisco you're gonna meet a lot of gentle people there every day i work so hard bringing home my hard earned pay try to love you, baby, but you push me away don't know where you're going, only know just where you've been sweet little baby, i want you again see led zeppelin liveget tickets as low as $39you might also like been dazed and confused for so long it's not true wanted a woman, never bargained for you take it easy, baby, let them say what they will did your tongue wag so much when i sent you the bill?embed been dazed and confused for so long it's not true wanted a woman, never bargained for you lots of people talk and few of them know soul of a woman was created below, yeah you hurt and abuse telling all of your lies run 'round, sweet baby, lord, how they hypnotize sweet little baby, i don't know where you've been gonna love you, baby, here i come again if you're going to san francisco be sure to wear some flowers in your hair if you're going to san francisco you're gonna meet a lot of gentle people there every day i work so hard bringing home my hard earned pay try to love you, baby, but you push me away don't know where you're going, only know just where you've been sweet little baby, i want you again  been dazed and confused for so long it's not true wanted a woman, never bargained for you take it easy, baby, let them say what they will did your tongue wag so much when i sent you the bill?",392,117,105,29.846938775510207,89.74358974358975
led zeppelin ii (deluxe edition),la la (backing track),"",0,0,0,0.0,0.0
bbc sessions,communication breakdown (29/6/69 top gear),"hey, girl, a-stop what you're doin' hey, girl, you'll drive me to ruin i don't know what it is that i like about you that i like it a lot won't you let me hold you, let me feel your lovin' charms communication breakdown it's always the same having a nervous breakdown drive me insane hey, girl, i got something you ought to know ooh, my baby, i wanna tell you that i love you so i wanna hold you in my arms, yeah i'm never gonna let you go, 'cause i like your charms communication breakdown it's always the same having a nervous breakdown drive me insane do do do do do do, yeah 's i wanna do little mama babe yeah but i don't seem to mind i can't stop the feelin', baby mama, i'm givin' you a ride see led zeppelin liveget tickets as low as $39you might also like yes, yes oh oh oh yes oh, i don't want oh oh oh yeahembed hey, girl, a-stop what you're doin' hey, girl, you'll drive me to ruin i don't know what it is that i like about you that i like it a lot won't you let me hold you, let me feel your lovin' charms communication breakdown it's always the same having a nervous breakdown drive me insane hey, girl, i got something you ought to know ooh, my baby, i wanna tell you that i love you so i wanna hold you in my arms, yeah i'm never gonna let you go, 'cause i like your charms communication breakdown it's always the same having a nervous breakdown drive me insane do do do do do do, yeah 's i wanna do little mama babe yeah but i don't seem to mind i can't stop the feelin', baby mama, i'm givin' you a ride yes, yes oh oh oh yes oh, i don't want oh oh oh yeah",349,83,76,23.78223495702006,91.56626506024097
bbc sessions,communication breakdown (27/6/69 playhouse theatre),"hey, girl, a-stop what you're doin' hey, girl, you'll drive me to ruin i don't know what it is that i like about you that i like it a lot won't you let me hold you, let me feel your lovin' charms communication breakdown it's always the same having a nervous breakdown drive me insane hey, girl, i got something you ought to know ooh, my baby, i wanna tell you that i love you so i wanna hold you in my arms, yeah i'm never gonna let you go, 'cause i like your charms communication breakdown it's always the same having a nervous breakdown drive me insane do do do do do do, yeah 's i wanna do little mama babe yeah but i don't seem to mind i can't stop the feelin', baby mama, i'm givin' you a ride see led zeppelin liveget tickets as low as $39you might also likeyes, yes oh oh oh yes oh, i don't want oh oh oh yeahembed hey, girl, a-stop what you're doin' hey, girl, you'll drive me to ruin i don't know what it is that i like about you that i like it a lot won't you let me hold you, let me feel your lovin' charms communication breakdown it's always the same having a nervous breakdown drive me insane hey, girl, i got something you ought to know ooh, my baby, i wanna tell you that i love you so i wanna hold you in my arms, yeah i'm never gonna let you go, 'cause i like your charms communication breakdown it's always the same having a nervous breakdown drive me insane do do do do do do, yeah 's i wanna do little mama babe yeah but i don't seem to mind i can't stop the feelin', baby mama, i'm givin' you a ride yes, yes oh oh oh yes oh, i don't want oh oh oh yeah",348,84,77,24.137931034482758,91.66666666666666
bbc sessions,i can’t quit you baby (10/8/69 playhouse theatre),"i think i'm gonna put you down for awhile i can't quit you, babe i'm gonna put you down for a little while i said you messed up my happy home made me mistreat my only child you know i love you, baby you you you you you, my love for you i could never hide you know i love you, baby my love for you, my love for you i could never hide but when you hear me holler, babe you know you must be my one desire you made my hopes so high, baby then you let me down so low, ah ah you made my hopes so high, baby baby then you let me down so low i think it's time to reckon with you, baby woman, i just don't know which way to go ohsee led zeppelin liveget tickets as low as $39you might also likeembed oh ooh-ooh ah yes oh, i can't quit you baby i think i'm gonna put you down for awhile i can't quit you, babe i'm gonna put you down for a little while i said you messed up my happy home made me mistreat my only child you know i love you, baby you you you you you, my love for you i could never hide you know i love you, baby my love for you, my love for you i could never hide but when you hear me holler, babe you know you must be my one desire you made my hopes so high, baby then you let me down so low, ah ah you made my hopes so high, baby baby then you let me down so low i think it's time to reckon with you, baby woman, i just don't know which way to go oh",316,75,70,23.734177215189874,93.33333333333333
,shakin’ all over,that's when i get shakes all over me quivers down my backbone i got the shakes in my kneebone i got the ( ? ) in my ( ? ) bone shakin' all over when you move and say goodnight to me that's when i get shakes all over mesee led zeppelin liveget tickets as low as $39you might also likeembed when you move right up close to me that's when i get shakes all over me quivers down my backbone i got the shakes in my kneebone i got the ( ? ) in my ( ? ) bone shakin' all over when you move and say goodnight to me that's when i get shakes all over me,112,40,38,35.714285714285715,95.0
bbc sessions,that’s the way (1/4/71 paris theatre),"i can't play with you no more i don't know how i'm gonna do what mama told me my friend, the boy next door i can't believe what people sayin' you're gonna let your hair hang down i'm satisfied to sit here working all day long you're in the darker side of town and when i'm out i see you walking why don't your eyes see me could it be you've found another game to play what did mama say to me that's the way oh, that's the way it ought to be, oh oh, yeah now mama, ma ma ma ma ma, said that's the way it ought to stay, ah, ooh, ah, ah and yesterday i saw you standing by the river and weren't those tears that filled your eyes and all the fish that lay in dirty water dying had they got you hypnotized, don't you even think about it and yesterday i saw you kissing tiny flowers and all that lives is born to die so i say to you that nothing really matters and all you do is stand and cry see led zeppelin liveget tickets as low as $39you might also likei don't know what to say about it when all you ears have turned away but now's the time to look and look again at what you see is that the way it ought to stay that's the way that's the way it ought'a be, yeah that's the way it's gonna stay, ah yeah, ah hah, ho ho, ah ma ma ma ma ma ma ma whoa yeah oh oh, yeah, ah, oh yeah babe, babe, babe, babe, babe, babe, babe ohembed i don't know how i'm gonna tell you i can't play with you no more i don't know how i'm gonna do what mama told me my friend, the boy next door i can't believe what people sayin' you're gonna let your hair hang down i'm satisfied to sit here working all day long you're in the darker side of town and when i'm out i see you walking why don't your eyes see me could it be you've found another game to play what did mama say to me that's the way oh, that's the way it ought to be, oh oh, yeah now mama, ma ma ma ma ma, said that's the way it ought to stay, ah, ooh, ah, ah and yesterday i saw you standing by the river and weren't those tears that filled your eyes and all the fish that lay in dirty water dying had they got you hypnotized, don't you even think about it and yesterday i saw you kissing tiny flowers and all that lives is born to die so i say to you that nothing really matters and all you do is stand and cry i don't know what to say about it when all you ears have turned away but now's the time to look and look again at what you see is that the way it ought to stay that's the way that's the way it ought'a be, yeah that's the way it's gonna stay, ah yeah, ah hah, ho ho, ah ma ma ma ma ma ma ma whoa yeah oh oh, yeah, ah, oh yeah babe, babe, babe, babe, babe, babe, babe oh",607,135,120,22.240527182866558,88.88888888888889
